Symbol,Market Cap (M),Sector,Use Case,Sub Use Case,Tech Stack,Sub Tech Stack,Tertiary Tech Stack,Ecosystem,Region,Custodies,CoinGecko ID,CoinGecko Symbol,CoinGecko Name,CoinMarketCap ID,CoinMarketCap Symbol,CoinMarketCap Name,CoinMarketCap Slug,CoinMetrics ID,CoinMetrics Name
GALA,182811803,"Media, Arts & Entertainment",Gaming,Gaming Infrastructure & Tooling,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,Gemini Custody; BitGo Custody; Zodia; Coinbase Custody,gala,gala,GALA,7080,GALA,Gala,gala,gala,Gala
BAT,181138313,"Media, Arts & Entertainment",Advertising,,Application,,,,US,BitGo Custody; Anchorage Digital; Zodia; Gemini Custody; Coinbase Custody,basic-attention-token,bat,Basic Attention,1697,BAT,Basic Attention Token,basic-attention-token,bat,Basic Attention Token
COMP,176555279,Decentralized Finance,Lending & Borrowing,Crypto Based Lending Platforms,Application,,,Ethereum,US,Zodia; Coinbase Custody; Gemini Custody; Anchorage Digital; BitGo Custody,compound-governance-token,comp,Compound,5692,COMP,Compound,compound,comp,Compound
RAY,176356518,Decentralized Finance,Trading Platforms,Diversified/Other Trading Platforms,Application,,,Solana,,BitGo Custody; Anchorage Digital; Gemini Custody,raydium,ray,Raydium,8526,RAY,Raydium,raydium,ray,Raydium
BARD,170946381,Decentralized Finance,Managed Yield Services,Liquid Staking,Application,,,Ethereum,,BitGo Custody; Anchorage Digital,lombard-protocol,bard,Lombard,38408,BARD,Lombard,lombard,bard,Lombard
GLM,168865531,Decentralized Physical Infrastructure,Computation,General Purpose Compute,Application,,,,,Coinbase Custody; BitGo Custody,golem,glm,Golem,1455,GLM,Golem,golem-network-tokens,glm,Golem
XPL,168219416,Currency Networks,Settlement Network,,Blockchain Network,Layer 1,PoS,,,BitGo Custody,plasma,xpl,Plasma,36645,XPL,Plasma,plasma-xpl,xpl,Plasma
MX,165411212,Centralized Finance,Exchange,,Application,,,,,,mx-token,mx,MX,4041,MX,MX Token,mx-token,mx,MX Token
FLUID,161543834,Decentralized Finance,Lending & Borrowing,Crypto Based Lending Platforms,Application,,,Ethereum,,BitGo Custody; Copper,instadapp,fluid,Fluid,10508,FLUID,Fluid,instadapp,fluid,Fluid
SENT,159379543,Decentralized Physical Infrastructure,Computation,Artificial Intelligence (DePIN),Application,,,,,,sentient,sent,Sentient,38868,SENT,Sentient,sentient,sent,Sentient
XEC,157211793,Currency Networks,Settlement Network,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,,ecash,xec,eCash,10791,XEC,eCash,ecash,xec,eCash
TRAC,149759016,Blockchain Utilities & Tools,Data & Analytics Providers,Data Indexing and Analysis,Blockchain Network,Specialized Utility Layer,,,,Coinbase Custody; BitGo Custody,origintrail,trac,OriginTrail,2467,TRAC,OriginTrail,origintrail,trac,OriginTrail
WEMIX,143067500,"Media, Arts & Entertainment","Other (Media, Arts & Entertainment)",,Blockchain Network,Layer 1,PoS,,,BitGo Custody,wemix-token,wemix,WEMIX,7548,WEMIX,WEMIX,wemix,wemix,WEMIX
TIBBIR,142660391,Blockchain Utilities & Tools,AI Agents,,Application,,,Base,,,ribbita-by-virtuals,tibbir,Ribbita by Virtuals,36743,TIBBIR,Ribbita by Virtuals,ribbita-by-virtuals,tibbir,Ribbita by Virtuals
RUNE,140791651,Decentralized Finance,Trading Platforms,Spot / Swaps,Blockchain Network,Layer 1,PoS,Cosmos,,BitGo Custody,thorchain,rune,THORChain,4157,RUNE,THORChain,thorchain,rune,THORChain
0G,140420223,Decentralized Physical Infrastructure,Computation,Artificial Intelligence (DePIN),Blockchain Network,Layer 1,PoS,,,BitGo Custody,zero-gravity,0g,0G,38337,0G,0G,zero-gravity,0g,0G
SFP,140085059,Blockchain Utilities & Tools,Wallets,,Application,,,,,Anchorage Digital; BitGo Custody,safepal,sfp,SafePal,8119,SFP,SafePal,safepal,sfp,SafePal
JTO,137820257,Blockchain Utilities & Tools,Other (Blockchain Utilities & Tools),,Application,,,Solana,,Anchorage Digital; BitGo Custody; Coinbase Custody; Copper,jito-governance-token,jto,Jito,28541,JTO,Jito,jito,jto,Jito
IMX,137035549,"Media, Arts & Entertainment",Gaming,Gaming Infrastructure & Tooling,Blockchain Network,Layer 2,ZK Rollup,,,Anchorage Digital; Gemini Custody; BitGo Custody; Coinbase Custody,immutable-x,imx,Immutable,10603,IMX,Immutable,immutable-x,imx,Immutable
B,134977789,Meme,,,Application,,,BNB,,,build-on,b,BUILDon,36532,B,BUILDon,buildon,b,BUILDon
WAL,133173143,Decentralized Physical Infrastructure,Storage,File Storage,Application,,,Sui,,BitGo Custody; Anchorage Digital,walrus-2,wal,Walrus,36119,WAL,Walrus,walrus-xyz,wal,Walrus
EGLD,133098988,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,BitGo Custody; Copper; Coinbase Custody,elrond-erd-2,egld,MultiversX,6892,EGLD,MultiversX,multiversx-egld,egld,MultiversX
A,132909372,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,,vaulta,a,Vaulta,36462,A,Vaulta,vaulta,a,Vaulta
1INCH,130218789,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,Ethereum,,BitGo Custody; Coinbase Custody; Anchorage Digital; Gemini Custody,1inch,1inch,1INCH,8104,1INCH,1inch,1inch,1inch,1inch
BAN,129879594,Meme,,,Application,,,Solana,,,comedian,ban,Comedian,33881,BAN,Comedian,comedian,ban,Comedian
SNX,129737492,Decentralized Finance,Trading Platforms,Derivatives,Application,,,,,Gemini Custody; Coinbase Custody; BitGo Custody; Zodia; Anchorage Digital,havven,snx,Synthetix,2586,SNX,Synthetix,synthetix,snx,Synthetix
AR,129425041,Decentralized Physical Infrastructure,Storage,File Storage,Blockchain Network,Specialized Utility Layer,,,,Anchorage Digital; Copper,arweave,ar,Arweave,5632,AR,Arweave,arweave,ar,Arweave
S,128405704,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,Sonic,,BitGo Custody,sonic-3,s,Sonic,32684,S,Sonic,sonic,s,Sonic (prev. FTM)
AMP,128383708,Decentralized Finance,Risk Management & Insurance,,Application,,,,,BitGo Custody; Gemini Custody; Coinbase Custody; Anchorage Digital,amp-token,amp,Amp,6945,AMP,Amp,amp,amp,Amp
RLB,128043107,Decentralized Finance,Trading Platforms,Diversified/Other Trading Platforms,Application,,,Ethereum,,,rollbit-coin,rlb,Rollbit Coin,15271,RLB,Rollbit Coin,rollbit-coin,rlb,Rollbit Coin
LION,127087267,"Media, Arts & Entertainment","Other (Media, Arts & Entertainment)",,Application,,,Cronos,,,loaded-lions,lion,Loaded Lions,35954,LION,Loaded Lions,loaded-lions,lion_loadedlions,Loaded Lions
KTA,126900020,Blockchain Utilities & Tools,Interoperability,,Blockchain Network,Layer 1,PoS,Base,,,keeta,kta,Keeta,36066,KTA,Keeta,keeta,kta,Keeta
BERA,126631732,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,Zodia; BitGo Custody; Coinbase Custody,berachain-bera,bera,Berachain,24647,BERA,Berachain,berachain,bera,Berachain
EIGEN,117158005,Blockchain Utilities & Tools,Scalability & Performance,,Application,,,Ethereum,,Anchorage Digital; BitGo Custody; Coinbase Custody,eigenlayer,eigen,EigenCloud (prev. EigenLayer),30494,EIGEN,EigenCloud,eigencloud,eigen,EigenLayer
MELANIA,116184267,Meme,,,Application,,,Solana,US,Anchorage Digital; BitGo Custody,melania-meme,melania,Melania Meme,35347,MELANIA,Official Melania Meme,melania-meme,melania,Official Melania Meme
LPT,115374842,Decentralized Physical Infrastructure,Computation,Specific Purpose Compute,Application,,,,,Anchorage Digital; Gemini Custody; Coinbase Custody; BitGo Custody,livepeer,lpt,Livepeer,3640,LPT,Livepeer,livepeer,lpt,Livepeer
SKR,115322653,Decentralized Physical Infrastructure,Other (DePIN),,Application,,,Solana,,,seeker,skr,Seeker,39377,SKR,Seeker,solana-mobile-seeker,skr,Seeker
BEAM,115201618,"Media, Arts & Entertainment",Gaming,Gaming Infrastructure & Tooling,Blockchain Network,Sidechain,Subnet,,,Coinbase Custody; BitGo Custody,beam-2,beam,Beam,28298,BEAM,Beam,onbeam,beamx,BEAM (Merit Circle)
COW,114377407,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,Ethereum,,Anchorage Digital,cow-protocol,cow,CoW Protocol,19269,COW,CoW Protocol,cow-protocol,cow,CoW Protocol
KMNO,111155945,Decentralized Finance,Lending & Borrowing,Crypto Based Lending Platforms,Application,,,Solana,,Anchorage Digital; Coinbase Custody; BitGo Custody,kamino,kmno,Kamino,30986,KMNO,Kamino,kamino-finance,kmno,Kamino
W,108909074,Blockchain Utilities & Tools,Interoperability,,Application,,,Solana,,BitGo Custody; Coinbase Custody; Anchorage Digital,wormhole,w,Wormhole,29587,W,Wormhole,wormhole,w,Wormhole
MET,106236575,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,Solana,,Anchorage Digital; BitGo Custody,meteora,met,Meteora,38353,MET,Meteora,meteora,met_meteora,Meteora
EDU,104993955,"Media, Arts & Entertainment","Other (Media, Arts & Entertainment)",,Blockchain Network,Layer 3,,Arbitrum,,BitGo Custody,edu-coin,edu,Open Campus,24613,EDU,Open Campus,open-campus,edu,Open Campus
DEXE,104860907,Blockchain Utilities & Tools,DAO Creation / Management,,Application,,,,,,dexe,dexe,DeXe,7326,DEXE,DeXe,dexe,dexe,DeXe
TFUEL,104660843,Decentralized Physical Infrastructure,Computation,Specific Purpose Compute,Application,,,,,,theta-fuel,tfuel,Theta Fuel,3822,TFUEL,Theta Fuel,theta-fuel,tfuel,Theta Fuel
ZEN,103292092,Blockchain Utilities & Tools,Scalability & Performance,,Blockchain Network,Layer 1,PoW,,US,Anchorage Digital; Coinbase Custody,zencash,zen,Horizen,1698,ZEN,Horizen,horizen,zen,Horizen
QTUM,99654904,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,,qtum,qtum,Qtum,1684,QTUM,Qtum,qtum,qtum,Qtum
YFI,99596458,Decentralized Finance,Managed Yield Services,Vaults,Application,,,Ethereum,,Zodia; Coinbase Custody; Gemini Custody; Anchorage Digital; BitGo Custody,yearn-finance,yfi,yearn.finance,5864,YFI,yearn.finance,yearn-finance,yfi,yearn.finance
RVN,97839236,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoW,,,,ravencoin,rvn,Ravencoin,2577,RVN,Ravencoin,ravencoin,rvn,Ravencoin
ATH,97416204,Decentralized Physical Infrastructure,Computation,General Purpose Compute,Application,,,,,BitGo Custody,aethir,ath,Aethir,30083,ATH,Aethir,aethir,ath,Aethir
ROSE,95911826,Blockchain Utilities & Tools,Privacy (Utilities & Tools),,Blockchain Network,Layer 1,PoS,,,Anchorage Digital; Coinbase Custody; Copper,oasis-network,rose,Oasis,7653,ROSE,Oasis,oasis-network,rose,Oasis
AKT,95594832,Decentralized Physical Infrastructure,Computation,General Purpose Compute,Blockchain Network,Layer 1,PoS,Cosmos,US,Coinbase Custody,akash-network,akt,Akash Network,7431,AKT,Akash Network,akash-network,akt,Akash Network
ZORA,93975838,"Media, Arts & Entertainment",Social Networks,,Application,,,Base,,Anchorage Digital,zora,zora,Zora,35931,ZORA,ZORA,zora,zora,Zora
DOG,93633086,Meme,,,Application,,,Bitcoin,,,dog-go-to-the-moon-rune,dog,Dog (Bitcoin),30933,DOG,Dog (Bitcoin),dog-go-to-the-moon-rune,dog,Dog (Runes)
FOGO,92109888,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,,fogo,fogo,Fogo,38356,FOGO,Fogo,fogo,fogo,Fogo
RSR,91452151,Decentralized Finance,Managed Yield Services,Vaults,Application,,,Ethereum,US,Coinbase Custody; Anchorage Digital; BitGo Custody,reserve-rights-token,rsr,Reserve Rights,3964,RSR,Reserve Rights,reserve-rights,rsr,Reserve Rights
CORE,91384860,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,BitGo Custody; Copper; Coinbase Custody,coredaoorg,core,Core,23254,CORE,Core,core-dao,core,Core
CHEEMS,91360735,Meme,,,Application,,,BNB,,,cheems-token,cheems,Cheems Token,33280,CHEEMS,Cheems (cheems.pet),cheems-pet,cheems,Cheems Token
ZRX,90749181,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,,US,Coinbase Custody; Zodia; Anchorage Digital; BitGo Custody; Gemini Custody,0x,zrx,0x Protocol,1896,ZRX,0x Protocol,0x,zrx,0x
TOSHI,90044114,Meme,,,Application,,,Base,,Anchorage Digital; BitGo Custody,toshi,toshi,Toshi,27750,TOSHI,Toshi,toshithecat,toshi,Toshi
KSM,83172441,General Purpose Blockchain Networks,Interchain Connectivity Platforms,,Blockchain Network,Layer 0,,,,Copper; Coinbase Custody,kusama,ksm,Kusama,5034,KSM,Kusama,kusama,ksm,Kusama
AIOZ,83141310,Decentralized Physical Infrastructure,Computation,Artificial Intelligence (DePIN),Blockchain Network,Layer 1,PoS,,,Anchorage Digital; Coinbase Custody,aioz-network,aioz,AIOZ Network,9104,AIOZ,AIOZ Network,aioz-network,aioz,AIOZ Network
CTC,83038266,Decentralized Finance,Lending & Borrowing,Real World Asset lending platforms,Blockchain Network,Layer 1,PoW,,,,creditcoin-2,ctc,Creditcoin,5198,CTC,Creditcoin,creditcoin,ctc,Creditcoin
APE,81241758,"Media, Arts & Entertainment",Metaverse,,Application,,,Ethereum,,Anchorage Digital; BitGo Custody; Gemini Custody; Coinbase Custody,apecoin,ape,ApeCoin,18876,APE,ApeCoin,apecoin-ape,ape,ApeCoin
MINA,80985845,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,Coinbase Custody; Copper,mina-protocol,mina,Mina Protocol,8646,MINA,Mina,mina,mina,Mina
DYDX,80941160,Decentralized Finance,Trading Platforms,Derivatives,Blockchain Network,Layer 1,PoS,Cosmos,US,Anchorage Digital; Zodia; Coinbase Custody; BitGo Custody,dydx-chain,dydx,dYdX,28324,DYDX,dYdX,dydx-chain,dydx,dYdX
OM,80787209,Decentralized Finance,Asset Origination and Issuance,Security Token Platforms,Blockchain Network,Layer 1,PoS,Cosmos,,BitGo Custody; Coinbase Custody; Anchorage Digital,mantra-dao,om,MANTRA,6536,OM,MANTRA,mantra,om,MANTRA
ZIL,80445987,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,Copper; BitGo Custody,zilliqa,zil,Zilliqa,2469,ZIL,Zilliqa,zilliqa,zil,Zilliqa
MOVE,80024577,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Sidechain,Ethereum Sidechain,,US,Anchorage Digital,movement,move,Movement,32452,MOVE,Movement,movement,move,Movement
T,78999025,Decentralized Finance,DeFi Infrastructure & Data,Bridges & Bridge Aggregators,Application,,,,,Anchorage Digital; Coinbase Custody; BitGo Custody,threshold-network-token,t,Threshold Network,17751,T,Threshold,threshold,t,Threshold
CKB,77715666,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoW,,,,nervos-network,ckb,Nervos Network,4948,CKB,Nervos Network,nervos-network,ckb,Nervos Network
SUPER,77085283,"Media, Arts & Entertainment",Gaming,Gaming Infrastructure & Tooling,Application,,,Ethereum,,BitGo Custody; Anchorage Digital; Coinbase Custody,superfarm,super,SuperVerse,8290,SUPER,SuperVerse,superverse,super,SuperVerse
BRETT,76731208,Meme,,,Application,,,Base,,BitGo Custody,based-brett,brett,Brett,29743,BRETT,Brett (Based),based-brett,brett,Brett (Based)
RON,76725963,"Media, Arts & Entertainment",Gaming,Gaming Infrastructure & Tooling,Blockchain Network,Sidechain,Ethereum Sidechain,,,BitGo Custody,ronin,ron,Ronin,14101,RON,Ronin,ronin,ron,Ronin
SAFE,76207875,Blockchain Utilities & Tools,Wallets,,Application,,,Ethereum,,Anchorage Digital; BitGo Custody,safe,safe,Safe,21585,SAFE,Safe,safe1,safe,Safe
ALEO,74944028,Blockchain Utilities & Tools,Privacy (Utilities & Tools),,Blockchain Network,Layer 1,PoS,,,,aleo,aleo,ALEO,32193,ALEO,Aleo,aleo,aleo,Aleo
SOON,74406275,Blockchain Utilities & Tools,Scalability & Performance,,Blockchain Network,Layer 2,Hybrid / Other (Non-Ethereum Layer 2),Solana,,BitGo Custody,soon-2,soon,SOON,36542,SOON,SOON,soon,soon,SOON
TURBO,74186251,Meme,,,Application,,,Ethereum,,Copper; BitGo Custody; Anchorage Digital,turbo,turbo,Turbo,24911,TURBO,Turbo,turbo,turbo,Turbo
DEEP,74009069,Decentralized Finance,Other (DeFi),,Application,,,Sui,,Anchorage Digital; BitGo Custody,deep,deep,DeepBook,33391,DEEP,DeepBook Protocol,deepbook-protocol,deep,DeepBook
DGB,73942647,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoW,,,Copper,digibyte,dgb,DigiByte,109,DGB,DigiByte,digibyte,dgb,DigiByte
KAITO,72548901,Blockchain Utilities & Tools,Data & Analytics Providers,Data Indexing and Analysis,Application,,,Base,,Coinbase Custody; Anchorage Digital,kaito,kaito,KAITO,35763,KAITO,KAITO,kaito,kaito,KAITO
XNO,71021011,Currency Networks,Settlement Network,,Blockchain Network,Layer 1,PoS,,,,nano,xno,Nano,1567,XNO,Nano,nano,xno,Nano
KUB,70683158,Centralized Finance,Exchange,,Blockchain Network,Layer 1,PoS,,,,bitkub-coin,kub,KUB Coin,16093,KUB,KUB Coin,bitkub-coin,kub,KUB Coin
ORCA,70482615,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,Solana,,Coinbase Custody; Gemini Custody; Anchorage Digital; BitGo Custody,orca,orca,Orca,11165,ORCA,Orca,orca,orca,Orca
GMX,70067745,Decentralized Finance,Trading Platforms,Derivatives,Application,,,Arbitrum,,,gmx,gmx,GMX,11857,GMX,GMX,gmx,gmx,GMX
HOT,69797700,Decentralized Physical Infrastructure,Storage,P2P Hosting,Application,,,,,BitGo Custody; Coinbase Custody,holotoken,hot,Holo,2682,HOT,Holo,holo,hot_holo,Holo
BABYDOGE,69727433,Meme,,,Application,,,BNB,,,baby-doge-coin,babydoge,Baby Doge Coin,10407,BabyDoge,Baby Doge Coin,baby-doge-coin,babydoge,Baby Doge Coin
ALCH,69181875,Blockchain Utilities & Tools,Developer Tools,Artificial Intelligence (Developer Tools),Application,,,Solana,,,alchemist-ai,alch,Alchemist AI,34880,ALCH,Alchemist AI,alchemist-ai,alch,Alchemist AI
MOG,68776307,Meme,,,Application,,,Ethereum,,Anchorage Digital; Gemini Custody; BitGo Custody,mog-coin,mog,Mog Coin,27659,MOG,Mog Coin,mog-coin,mog,Mog Coin
NXPC,66824731,"Media, Arts & Entertainment",Gaming,Gaming Infrastructure & Tooling,Blockchain Network,Sidechain,Subnet,Avalanche,,,nexpace,nxpc,Nexpace,36044,NXPC,NEXPACE,maplestory-universe,nxpc,Nexpace
VVS,66495418,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,Cronos,,,vvs-finance,vvs,VVS Finance,14519,VVS,VVS Finance,vvs-finance,vvs,VVS Finance
FLOW,65814352,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,Anchorage Digital,flow,flow,Flow,4558,FLOW,Flow,flow,flow,Flow
ZETA,65807749,General Purpose Blockchain Networks,Interchain Connectivity Platforms,,Blockchain Network,Layer 1,,,,Coinbase Custody; BitGo Custody,zetachain,zeta,ZetaChain,21259,ZETA,ZetaChain,zetachain,zeta,ZetaChain
ELF,65096908,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,BitGo Custody,aelf,elf,aelf,2299,ELF,aelf,aelf,elf,aelf
QUBIC,64707719,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoW,,,,qubic-network,qubic,Qubic,29169,QUBIC,Qubic,qubic,qubic,Qubic
ASTR,64535916,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Sidechain,Parachain,,,,astar,astr,Astar,12885,ASTR,Astar,astar,astr,Astar
AXL,64274300,Blockchain Utilities & Tools,Interoperability,,Blockchain Network,Layer 1,PoS,Cosmos,,Coinbase Custody; Copper; Anchorage Digital; BitGo Custody,axelar,axl,Axelar,17799,AXL,Axelar,axelar,axl,Axelar
SC,64200241,Decentralized Physical Infrastructure,Storage,File Storage,Blockchain Network,Specialized Utility Layer,,,,,siacoin,sc,Siacoin,1042,SC,Siacoin,siacoin,sc,Siacoin
PCI,63699594,Currency Networks,Settlement Network,,Blockchain Network,Layer 1,PoS,,,,pay-coin,pci,Paycoin,5275,PCI,Paycoin,payprotocol,pci,Paycoin
ISLM,63290628,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,Cosmos,,,islamic-coin,islm,Islamic Coin,26220,ISLM,ISLM,islamic-coin,islm,Islamic Coin
FRAX,63152930,Decentralized Finance,Asset Origination and Issuance,Stablecoin System,Application,,,,,Anchorage Digital; BitGo Custody,frax-share,frax,Frax (prev. FXS),6953,FRAX,Frax (prev. FXS),frax-share,fxs,Frax Share
NMR,63140798,Blockchain Utilities & Tools,Data & Analytics Providers,Artificial Intelligence (Data & Analytics Providers),Application,,,,,Coinbase Custody; Gemini Custody; BitGo Custody; Anchorage Digital,numeraire,nmr,Numeraire,1732,NMR,Numeraire,numeraire,nmr,Numeraire
NPC,62835241,Meme,,,Application,,,Ethereum,,,non-playable-coin,npc,Non-Playable Coin,27960,NPC,Non-Playable Coin,non-playable-coin,npc,Non-Playable Coin
MOCA,62745068,Blockchain Utilities & Tools,Identity & Authentication,,Application,,,Ethereum,,BitGo Custody,mocaverse,moca,Moca Network,31526,MOCA,Moca Network,mocaverse,moca,Moca Coin
MERL,62226342,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 2,ZK Rollup,Bitcoin,,,merlin-chain,merl,Merlin Chain,30712,MERL,Merlin Chain,merlin-chain,merl,Merlin Chain
GEOD,60788252,Decentralized Physical Infrastructure,Sensor Networks,Environmental,Application,,,,,BitGo Custody; Anchorage Digital,geodnet,geod,Geodnet,20969,GEOD,GEODNET,geodnet,geod,Geodnet
PROVE,60543245,Blockchain Utilities & Tools,Developer Tools,,Blockchain Network,Specialized Utility Layer,,,,BitGo Custody; Coinbase Custody,succinct,prove,Succinct,37593,PROVE,Succinct,succinct,prove,Succinct
XYO,59526396,Decentralized Physical Infrastructure,Sensor Networks,Geolocation,Application,,,,,Coinbase Custody,xyo-network,xyo,XYO Network,2765,XYO,XYO,xyo,xyo,XYO
VELO,59360996,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,BNB,,BitGo Custody,velo,velo,Velo,7127,VELO,Velo,velo,velo,Velo
BIO,58375030,Decentralized Finance,Other (DeFi),,Application,,,,,,bio-protocol,bio,Bio Protocol,34812,BIO,Bio Protocol,bio,bio,Bio Protocol
ME,57108800,Decentralized Finance,Trading Platforms,NFT Marketplaces,Application,,,Solana,,,magic-eden,me,Magic Eden,32197,ME,Magic Eden,magiceden,me,Magic Eden
SUSHI,56933905,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,,,BitGo Custody; Gemini Custody; Coinbase Custody,sushi,sushi,Sushi,6758,SUSHI,SushiSwap,sushiswap,sushi,SushiSwap
BLUR,56153475,Decentralized Finance,Trading Platforms,NFT Marketplaces,Application,,,Ethereum,US,Gemini Custody; Coinbase Custody; BitGo Custody; Anchorage Digital,blur,blur,Blur,23121,BLUR,Blur,blur-token,blur,Blur
KAVA,56043757,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,,kava,kava,Kava,4846,KAVA,Kava,kava,kava,Kava
MEW,55409308,Meme,,,Application,,,Solana,,Anchorage Digital; Gemini Custody; BitGo Custody,cat-in-a-dogs-world,mew,cat in a dogs world,30126,MEW,cat in a dogs world,mew,mew,cat in a dogs world
MOODENG,55384454,Meme,,,Application,,,Solana,,Gemini Custody; Anchorage Digital,moo-deng,moodeng,Moo Deng,33093,MOODENG,Moo Deng (moodengsol.com),moo-deng-solana,moodeng,Moo Deng (moodengsol.com)
ORDI,54385757,Meme,,,Application,,,Bitcoin,,,ordinals,ordi,ORDI,25028,ORDI,ORDI,ordi,ordi,ORDI
RED,54199711,Decentralized Finance,DeFi Infrastructure & Data,Oracles,Application,,,,,Anchorage Digital,redstone-oracles,red,RedStone,21707,RED,RedStone,redstone,red,RedStone
HSK,52813516,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 2,Optimistic Rollup,,,,hashkey-ecopoints,hsk,HashKey Platform Token,33849,HSK,HashKey Platform Token,hashkey-platform-token,hsk,HashKey Platform Token
RPL,52806552,Decentralized Finance,Managed Yield Services,Liquid Staking,Application,,,Ethereum,,BitGo Custody; Coinbase Custody; Anchorage Digital,rocket-pool,rpl,Rocket Pool,2943,RPL,Rocket Pool,rocket-pool,rpl,Rocket Pool
BIRB,52526582,"Media, Arts & Entertainment",NFT Infrastructure,,Application,,,Solana,,,moonbirds,birb,Moonbirds,19765,BIRB,Moonbirds,moonbirds,birb,Moonbirds
DESO,52264892,"Media, Arts & Entertainment",Social Networks,,Blockchain Network,Layer 1,PoS,,,Coinbase Custody,deso,deso,Decentralized Social,10442,DESO,Decentralized Social,deso,deso,Decentralized Social
REQ,52262649,Decentralized Finance,Other (DeFi),,Application,,,,,BitGo Custody; Coinbase Custody,request-network,req,Request,2071,REQ,Request,request,req,Request
LINEA,52167368,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 2,ZK Rollup,,,Anchorage Digital; BitGo Custody,linea,linea,Linea,27657,LINEA,Linea,linea,linea,Linea
SPK,51744569,Decentralized Finance,Managed Yield Services,Vaults,Application,,,Ethereum,,,spark-2,spk,Spark,36569,SPK,Spark,spark,spk,Spark
XVS,51144896,Decentralized Finance,Lending & Borrowing,,Application,,,,,BitGo Custody,venus,xvs,Venus,7288,XVS,Venus,venus,xvs,Venus
IOTX,50702220,Decentralized Physical Infrastructure,Sensor Networks,,Blockchain Network,Layer 1,PoS,,,Anchorage Digital; Gemini Custody; Coinbase Custody,iotex,iotx,IoTeX,2777,IOTX,IoTeX,iotex,iotx,IoTeX
POPCAT,50248724,Meme,,,Application,,,Solana,,Gemini Custody; BitGo Custody,popcat,popcat,Popcat,28782,POPCAT,Popcat (SOL),popcat-sol,popcat,Popcat (SOL)
PLUME,49700503,Decentralized Finance,Asset Origination and Issuance,Security Token Platforms,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,BitGo Custody,plume,plume,Plume,35364,PLUME,Plume,plume,plume,Plume
WAVES,49612986,Blockchain Utilities & Tools,Developer Tools,Other (Developer Tools),Blockchain Network,Layer 1,PoS,,,,waves,waves,Waves,1274,WAVES,Waves,waves,waves,Waves
AVNT,49175780,Decentralized Finance,Trading Platforms,Derivatives,Application,,,Base,,BitGo Custody,avantis,avnt,Avantis,38299,AVNT,Avantis,avantis,avnt,Avantis
PNUT,48774696,Meme,,,Application,,,Solana,,Gemini Custody,peanut-the-squirrel,pnut,Peanut the Squirrel,33788,PNUT,Peanut the Squirrel,peanut-the-squirrel,pnut,Peanut the Squirrel
